molecule_idx,position,category,mode,gt_token_id,top1_pred_id,top1_correct,p_gt,entropy,ring_count_of_molecule,ring_bin
0,25,branch_opener,mode2,6,6,1,0.9997374415397644,0.0027684138622134924,4,3+
0,32,branch_opener,mode2,7,7,1,0.9999383687973022,0.0008021955727599561,4,3+
1,3,atom,mode1,4,4,1,0.9995856881141663,0.003940113820135593,3,3+
1,33,atom,mode1,3,3,1,0.9999622106552124,0.0005073102656751871,3,3+
1,39,atom,mode1,17,17,1,0.9984462857246399,0.011804405599832535,3,3+
1,12,ring_count,mode1,5,5,1,0.9814060926437378,0.11368690431118011,3,3+
1,13,ring_count,mode1,3,3,1,0.9675722122192383,0.18509426712989807,3,3+
1,33,ring_count,mode1,3,3,1,0.9999622106552124,0.0005073102656751871,3,3+
1,45,ring_count,mode1,20,20,1,0.9998182654380798,0.002046032343059778,3,3+
1,49,ring_count,mode1,5,5,1,0.9999576807022095,0.0005584678146988153,3,3+
1,50,ring_count,mode1,13,13,1,0.4693868160247803,1.5544757843017578,3,3+
1,52,ring_count,mode1,5,5,1,0.9999363422393799,0.0007605463033542037,3,3+
1,53,ring_count,mode1,18,2,0,0.026516316458582878,0.7417446970939636,3,3+
1,10,branch_opener,mode1,11,11,1,0.9996557235717773,0.0034746667370200157,3,3+
1,15,branch_opener,mode1,7,7,1,0.9997304081916809,0.002589342650026083,3,3+
1,20,branch_opener,mode1,7,7,1,0.9999183416366577,0.0009814503137022257,3,3+
1,23,branch_opener,mode1,7,7,1,0.9999188184738159,0.0010203532874584198,3,3+
1,31,branch_opener,mode1,6,6,1,0.9999486207962036,0.0006849017809145153,3,3+
1,36,branch_opener,mode1,6,6,1,0.9999785423278809,0.0002928492322098464,3,3+
1,40,branch_opener,mode1,6,6,1,0.9999914169311523,0.00012154245632700622,3,3+
1,45,branch_opener,mode1,20,20,1,0.9998182654380798,0.002046032343059778,3,3+
1,53,branch_opener,mode1,18,2,0,0.026516316458582878,0.7417446970939636,3,3+
1,3,atom,mode2,4,4,1,0.9995906949043274,0.003896033391356468,3,3+
1,33,atom,mode2,3,3,1,0.999961256980896,0.0005157537525519729,3,3+
1,39,atom,mode2,17,17,1,0.998572826385498,0.011007022112607956,3,3+
1,12,ring_count,mode2,5,5,1,0.9653292894363403,0.19084466993808746,3,3+
1,13,ring_count,mode2,3,3,1,0.9721422791481018,0.16443604230880737,3,3+
1,33,ring_count,mode2,3,3,1,0.9999117851257324,0.0010935782920569181,3,3+
1,45,ring_count,mode2,20,20,1,0.9998552799224854,0.0016223778948187828,3,3+
1,49,ring_count,mode2,5,5,1,0.9999226331710815,0.0008749674307182431,3,3+
1,50,ring_count,mode2,13,10,0,0.3006313145160675,1.691760778427124,3,3+
1,52,ring_count,mode2,5,2,0,0.1675771325826645,0.6267701387405396,3,3+
1,53,ring_count,mode2,18,2,0,0.0008023419068194926,0.049733370542526245,3,3+
1,10,branch_opener,mode2,11,11,1,0.9997662901878357,0.002459958428516984,3,3+
1,15,branch_opener,mode2,7,7,1,0.9996843338012695,0.002980706049129367,3,3+
1,20,branch_opener,mode2,7,7,1,0.9999651908874512,0.000468817277578637,3,3+
1,23,branch_opener,mode2,7,7,1,0.9999626874923706,0.0005048520979471505,3,3+
1,31,branch_opener,mode2,6,6,1,0.9999420642852783,0.0007612284971401095,3,3+
1,36,branch_opener,mode2,6,6,1,0.9999656677246094,0.0004450049891602248,3,3+
1,40,branch_opener,mode2,6,6,1,0.999972939491272,0.0003350831975694746,3,3+
1,45,branch_opener,mode2,20,20,1,0.9997884631156921,0.002392404479905963,3,3+
1,53,branch_opener,mode2,18,2,0,0.031712666153907776,0.7545449733734131,3,3+
2,26,atom,mode1,3,3,1,0.9999667406082153,0.0004156239447183907,4,3+
2,42,atom,mode1,4,4,1,0.996738612651825,0.023835791274905205,4,3+
2,53,atom,mode1,3,3,1,0.991162896156311,0.051469892263412476,4,3+
2,12,ring_count,mode1,10,10,1,0.4778829514980316,1.4643280506134033,4,3+
2,34,ring_count,mode1,15,15,1,0.9999589920043945,0.0004686921020038426,4,3+
2,38,ring_count,mode1,4,4,1,0.520481526851654,1.1017017364501953,4,3+
2,48,ring_count,mode1,7,7,1,0.9999903440475464,0.0001409461401635781,4,3+
2,56,ring_count,mode1,7,7,1,0.994272768497467,0.03792694956064224,4,3+
2,2,branch_opener,mode1,6,6,1,0.9898285865783691,0.05982015281915665,4,3+
2,6,branch_opener,mode1,7,7,1,0.9999933242797852,9.727823635330424e-05,4,3+
2,10,branch_opener,mode1,11,11,1,0.9956764578819275,0.031163133680820465,4,3+
2,19,branch_opener,mode1,6,6,1,0.9980549812316895,0.015807567164301872,4,3+
2,22,branch_opener,mode1,6,6,1,0.9732152223587036,0.14233708381652832,4,3+
2,28,branch_opener,mode1,6,6,1,0.9999711513519287,0.0003786277084145695,4,3+
2,34,branch_opener,mode1,15,15,1,0.9999589920043945,0.0004686921020038426,4,3+
2,39,branch_opener,mode1,6,6,1,0.9999194145202637,0.0010037189349532127,4,3+
2,40,branch_opener,mode1,18,18,1,0.9984460473060608,0.014302670955657959,4,3+
2,48,branch_opener,mode1,7,7,1,0.9999903440475464,0.0001409461401635781,4,3+
2,56,branch_opener,mode1,7,7,1,0.994272768497467,0.03792694956064224,4,3+
2,26,atom,mode2,3,3,1,0.9999651908874512,0.00043093590647913516,4,3+
2,42,atom,mode2,4,4,1,0.9968662858009338,0.02292795665562153,4,3+
2,53,atom,mode2,3,3,1,0.9918181896209717,0.048288676887750626,4,3+
2,12,ring_count,mode2,10,10,1,0.7716988325119019,0.8953459858894348,4,3+
2,34,ring_count,mode2,15,15,1,0.9999747276306152,0.0003077262081205845,4,3+
2,38,ring_count,mode2,4,4,1,0.5934522747993469,1.258481740951538,4,3+
2,48,ring_count,mode2,7,7,1,0.9999765157699585,0.00032391800777986646,4,3+
2,56,ring_count,mode2,7,7,1,0.9920064806938171,0.049332041293382645,4,3+
2,2,branch_opener,mode2,6,6,1,0.9949232935905457,0.034572359174489975,4,3+
2,6,branch_opener,mode2,7,7,1,0.999940037727356,0.0007241024286486208,4,3+
2,10,branch_opener,mode2,11,11,1,0.9979131817817688,0.017311710864305496,4,3+
2,19,branch_opener,mode2,6,6,1,0.89689040184021,0.3546020984649658,4,3+
2,22,branch_opener,mode2,6,6,1,0.9776220321655273,0.1224256232380867,4,3+
2,28,branch_opener,mode2,6,6,1,0.9999549388885498,0.0005609532236121595,4,3+
2,34,branch_opener,mode2,15,15,1,0.9999485015869141,0.0005781734362244606,4,3+
2,39,branch_opener,mode2,6,6,1,0.8748246431350708,0.5512546896934509,4,3+
2,40,branch_opener,mode2,18,3,0,0.348374605178833,1.365893840789795,4,3+
2,48,branch_opener,mode2,7,7,1,0.9998989105224609,0.0012344787828624249,4,3+
2,56,branch_opener,mode2,7,7,1,0.9718685150146484,0.13470149040222168,4,3+
3,7,atom,mode1,4,4,1,0.8101745247840881,0.7431883811950684,2,1-2
3,29,atom,mode1,3,3,1,0.9856997132301331,0.09361070394515991,2,1-2
3,43,atom,mode1,9,9,1,0.9956316947937012,0.03346152976155281,2,1-2
3,7,ring_count,mode1,4,4,1,0.8101745247840881,0.7431883811950684,2,1-2
3,28,ring_count,mode1,12,12,1,0.9844614863395691,0.09771162271499634,2,1-2
3,29,ring_count,mode1,3,3,1,0.9856997132301331,0.09361070394515991,2,1-2
3,50,ring_count,mode1,5,5,1,0.9999779462814331,0.0002683236089069396,2,1-2
3,51,ring_count,mode1,15,18,0,0.21721777319908142,1.777763843536377,2,1-2
3,59,ring_count,mode1,5,5,1,0.9993782043457031,0.005980012472718954,2,1-2
3,60,ring_count,mode1,14,2,0,0.02778942696750164,0.6729989647865295,2,1-2
3,5,branch_opener,mode1,11,11,1,0.9999713897705078,0.00036973151145502925,2,1-2
3,11,branch_opener,mode1,6,6,1,0.998045802116394,0.017441244795918465,2,1-2
3,14,branch_opener,mode1,6,6,1,0.9856014847755432,0.08005990087985992,2,1-2
3,20,branch_opener,mode1,7,7,1,0.999244213104248,0.007116544060409069,2,1-2
3,26,branch_opener,mode1,11,11,1,0.9988828301429749,0.009288443252444267,2,1-2
3,33,branch_opener,mode1,7,7,1,0.9999738931655884,0.0003570183180272579,2,1-2
3,36,branch_opener,mode1,6,6,1,0.9999765157699585,0.0003077320579905063,2,1-2
3,41,branch_opener,mode1,7,7,1,0.9999449253082275,0.0006571077392436564,2,1-2
3,44,branch_opener,mode1,6,6,1,0.9999967813491821,5.133369268151e-05,2,1-2
3,51,branch_opener,mode1,15,18,0,0.21721777319908142,1.777763843536377,2,1-2
3,54,branch_opener,mode1,7,7,1,0.9996801614761353,0.0034040736500173807,2,1-2
3,7,atom,mode2,4,4,1,0.7816101908683777,0.7942412495613098,2,1-2
3,29,atom,mode2,3,3,1,0.986358106136322,0.09047522395849228,2,1-2
3,43,atom,mode2,9,9,1,0.9954546689987183,0.03479604795575142,2,1-2
3,7,ring_count,mode2,4,4,1,0.7818567156791687,0.8700214624404907,2,1-2
3,28,ring_count,mode2,12,12,1,0.9793859124183655,0.12482494860887527,2,1-2
3,29,ring_count,mode2,3,3,1,0.9823273420333862,0.11201454699039459,2,1-2
3,50,ring_count,mode2,5,5,1,0.9999573230743408,0.000488701683934778,2,1-2
3,51,ring_count,mode2,15,18,0,0.20233792066574097,1.6314388513565063,2,1-2
3,59,ring_count,mode2,5,5,1,0.9734978675842285,0.1504107117652893,2,1-2
3,60,ring_count,mode2,14,2,0,0.0028277328237891197,0.2372533529996872,2,1-2
3,5,branch_opener,mode2,11,11,1,0.9999607801437378,0.000493421801365912,2,1-2
3,11,branch_opener,mode2,6,6,1,0.9986045956611633,0.012909838929772377,2,1-2
3,14,branch_opener,mode2,6,6,1,0.9850812554359436,0.08501070737838745,2,1-2
3,20,branch_opener,mode2,7,7,1,0.9994490742683411,0.005208068527281284,2,1-2
3,26,branch_opener,mode2,11,11,1,0.9989110231399536,0.008856356143951416,2,1-2
3,33,branch_opener,mode2,7,7,1,0.9999604225158691,0.0005159475258551538,2,1-2
3,36,branch_opener,mode2,6,6,1,0.9999853372573853,0.00020522141130641103,2,1-2
3,41,branch_opener,mode2,7,7,1,0.999915599822998,0.0009500485030002892,2,1-2
3,44,branch_opener,mode2,6,6,1,0.9999978542327881,3.7082761991769075e-05,2,1-2
3,51,branch_opener,mode2,15,18,0,0.12521831691265106,1.932507872581482,2,1-2
3,54,branch_opener,mode2,7,7,1,0.9997441172599792,0.0028151855804026127,2,1-2
4,2,atom,mode1,16,16,1,0.5556104183197021,0.7975054979324341,0,0
4,6,atom,mode1,16,17,0,0.449963241815567,0.7701224684715271,0,0
4,9,atom,mode1,10,10,1,0.9999779462814331,0.0003127669624518603,0,0
4,3,branch_opener,mode1,6,6,1,0.9999922513961792,0.00011095660738646984,0,0
4,7,branch_opener,mode1,6,6,1,0.9999926090240479,0.00010415930591989309,0,0
4,11,branch_opener,mode1,6,6,1,0.999995231628418,7.255231321323663e-05,0,0
4,15,branch_opener,mode1,6,6,1,0.9999948740005493,7.897156319813803e-05,0,0
4,2,atom,mode2,16,16,1,0.6174304485321045,0.8106430172920227,0,0
4,6,atom,mode2,16,16,1,0.5280596017837524,0.780072808265686,0,0
4,9,atom,mode2,10,10,1,0.9999537467956543,0.00062697718385607,0,0
4,3,branch_opener,mode2,6,6,1,0.9999867677688599,0.0001763668260537088,0,0
4,7,branch_opener,mode2,6,6,1,0.9999895095825195,0.00014462406397797167,0,0
4,11,branch_opener,mode2,6,6,1,0.9999942779541016,8.580305438954383e-05,0,0
4,15,branch_opener,mode2,6,6,1,0.999992847442627,0.00010575613850960508,0,0
5,12,atom,mode1,3,3,1,0.9999762773513794,0.00032329148962162435,0,0
5,18,atom,mode1,53,53,1,0.8764045834541321,0.42358237504959106,0,0
5,26,atom,mode1,24,24,1,0.9997566342353821,0.0026278262957930565,0,0
5,21,branch_opener,mode1,6,6,1,0.9999500513076782,0.0006238450878299773,0,0
5,27,branch_opener,mode1,7,7,1,0.999910831451416,0.001152568031102419,0,0
5,30,branch_opener,mode1,6,6,1,0.9999446868896484,0.0007103930693119764,0,0
5,12,atom,mode2,3,3,1,0.9999599456787109,0.0005371132865548134,0,0
5,18,atom,mode2,53,53,1,0.8765959143638611,0.42401233315467834,0,0
5,26,atom,mode2,24,24,1,0.9997348189353943,0.0028197558131068945,0,0
5,21,branch_opener,mode2,6,6,1,0.9999589920043945,0.0005193297984078526,0,0
5,27,branch_opener,mode2,7,7,1,0.999941349029541,0.0007832709234207869,0,0
5,30,branch_opener,mode2,6,6,1,0.9999549388885498,0.0005909146275371313,0,0
6,2,atom,mode1,3,3,1,0.9998949766159058,0.0012530602980405092,0,0
6,6,atom,mode1,3,3,1,0.9999188184738159,0.0010136800119653344,0,0
6,13,atom,mode1,3,3,1,0.999953031539917,0.0006232712185010314,0,0
6,12,branch_opener,mode1,7,7,1,0.9999635219573975,0.0004613235068973154,0,0
6,17,branch_opener,mode1,7,7,1,0.9999914169311523,0.00012080637679900974,0,0
6,2,atom,mode2,3,3,1,0.9999195337295532,0.0009906787890940905,0,0
6,6,atom,mode2,3,3,1,0.9999165534973145,0.001041753450408578,0,0
6,13,atom,mode2,3,3,1,0.9999560117721558,0.0005870670429430902,0,0
6,12,branch_opener,mode2,7,7,1,0.9999680519104004,0.00040939098107628524,0,0
6,17,branch_opener,mode2,7,7,1,0.9999932050704956,9.782052075024694e-05,0,0
7,1,atom,mode1,3,3,1,0.999913215637207,0.0010798799339681864,2,1-2
7,18,atom,mode1,26,26,1,0.6446280479431152,0.9097174406051636,2,1-2
7,22,atom,mode1,4,4,1,0.9724170565605164,0.1592382788658142,2,1-2
7,22,ring_count,mode1,4,4,1,0.9724170565605164,0.1592382788658142,2,1-2
7,24,ring_count,mode1,20,2,0,0.3021581470966339,0.7158601880073547,2,1-2
7,7,branch_opener,mode1,6,6,1,0.9855055212974548,0.07584236562252045,2,1-2
7,8,branch_opener,mode1,7,7,1,0.9968705773353577,0.023107163608074188,2,1-2
7,10,branch_opener,mode1,7,7,1,0.9999454021453857,0.0006950880051590502,2,1-2
7,16,branch_opener,mode1,6,6,1,0.9998526573181152,0.0016129070427268744,2,1-2
7,24,branch_opener,mode1,20,2,0,0.3021581470966339,0.7158601880073547,2,1-2
7,1,atom,mode2,3,3,1,0.9998546838760376,0.0017334891017526388,2,1-2
7,18,atom,mode2,26,26,1,0.8499311804771423,0.5319448113441467,2,1-2
7,22,atom,mode2,4,4,1,0.9756537079811096,0.14445216953754425,2,1-2
7,22,ring_count,mode2,4,8,0,0.3368381857872009,1.0177994966506958,2,1-2
7,24,ring_count,mode2,20,2,0,0.007782908156514168,0.1530134528875351,2,1-2
7,7,branch_opener,mode2,6,6,1,0.9954297542572021,0.02945779636502266,2,1-2
7,8,branch_opener,mode2,7,7,1,0.9988877177238464,0.00982021912932396,2,1-2
7,10,branch_opener,mode2,7,7,1,0.9999585151672363,0.0005446700961329043,2,1-2
7,16,branch_opener,mode2,6,6,1,0.9994723200798035,0.005135529208928347,2,1-2
7,24,branch_opener,mode2,20,20,1,0.9108580350875854,0.4140830636024475,2,1-2
8,4,atom,mode1,3,3,1,0.9999594688415527,0.0005409973673522472,0,0
8,24,atom,mode1,3,3,1,0.999987006187439,0.00018211535643786192,0,0
8,25,atom,mode1,9,9,1,0.9999017715454102,0.0011621087323874235,0,0
8,9,branch_opener,mode1,6,6,1,0.9999947547912598,7.897846808191389e-05,0,0
8,13,branch_opener,mode1,6,6,1,0.9998015761375427,0.0020488423760980368,0,0
8,23,branch_opener,mode1,7,7,1,0.999893307685852,0.0012571858242154121,0,0
8,29,branch_opener,mode1,7,7,1,0.9999520778656006,0.0006475795526057482,0,0
8,32,branch_opener,mode1,6,6,1,0.9999715089797974,0.00037394039100036025,0,0
8,4,atom,mode2,3,3,1,0.9999409914016724,0.000756517518311739,0,0
8,24,atom,mode2,3,3,1,0.9999812841415405,0.00026298448210582137,0,0
8,25,atom,mode2,9,9,1,0.9998766183853149,0.001420236425474286,0,0
8,9,branch_opener,mode2,6,6,1,0.9999957084655762,6.590699194930494e-05,0,0
8,13,branch_opener,mode2,6,6,1,0.9999097585678101,0.0010184114798903465,0,0
8,23,branch_opener,mode2,7,7,1,0.9999279975891113,0.000890659517608583,0,0
8,29,branch_opener,mode2,7,7,1,0.9999568462371826,0.0005925671430304646,0,0
8,32,branch_opener,mode2,6,6,1,0.9999797344207764,0.0002792958985082805,0,0
9,31,atom,mode1,3,3,1,0.7822586894035339,0.8457014560699463,4,3+
9,61,atom,mode1,10,3,0,0.13855776190757751,0.5521606206893921,4,3+
9,64,atom,mode1,4,4,1,0.4156935513019562,1.797865629196167,4,3+
9,17,ring_count,mode1,11,18,0,0.10690777748823166,1.0224742889404297,4,3+
9,23,ring_count,mode1,20,10,0,0.07952433824539185,1.8695464134216309,4,3+
9,44,ring_count,mode1,3,3,1,0.7553054094314575,1.0857234001159668,4,3+
9,60,ring_count,mode1,18,20,0,0.2079312801361084,1.5743184089660645,4,3+
9,64,ring_count,mode1,4,4,1,0.4156935513019562,1.797865629196167,4,3+
9,68,ring_count,mode1,5,5,1,0.958501398563385,0.19018182158470154,4,3+
9,69,ring_count,mode1,14,2,0,1.6182306353584863e-05,0.007033835165202618,4,3+
9,4,branch_opener,mode1,6,6,1,0.9998724460601807,0.0015497580170631409,4,3+
9,8,branch_opener,mode1,6,6,1,0.9999415874481201,0.0007259154226630926,4,3+
9,12,branch_opener,mode1,6,6,1,0.9002386331558228,0.3410568833351135,4,3+
9,13,branch_opener,mode1,7,7,1,0.5359592437744141,1.0952545404434204,4,3+
9,17,branch_opener,mode1,11,18,0,0.10690777748823166,1.0224742889404297,4,3+
9,21,branch_opener,mode1,11,11,1,0.9927937984466553,0.05598239228129387,4,3+
9,23,branch_opener,mode1,20,10,0,0.07952433824539185,1.8695464134216309,4,3+
9,25,branch_opener,mode1,7,7,1,0.9999288320541382,0.0008613844402134418,4,3+
9,35,branch_opener,mode1,7,7,1,0.9903725385665894,0.06620435416698456,4,3+
9,42,branch_opener,mode1,11,11,1,0.8027151226997375,0.6911429166793823,4,3+
9,47,branch_opener,mode1,6,6,1,0.9990094900131226,0.00988000724464655,4,3+
9,51,branch_opener,mode1,7,7,1,0.9998108744621277,0.0019724606536328793,4,3+
9,55,branch_opener,mode1,6,6,1,0.999792754650116,0.0022108645644038916,4,3+
9,60,branch_opener,mode1,18,20,0,0.2079312801361084,1.5743184089660645,4,3+
9,31,atom,mode2,3,3,1,0.7775049209594727,0.8586190938949585,4,3+
9,61,atom,mode2,10,3,0,0.0881677195429802,0.4305240511894226,4,3+
9,64,atom,mode2,4,4,1,0.4306594133377075,1.762823224067688,4,3+
9,17,ring_count,mode2,11,18,0,0.06773050874471664,0.7721996307373047,4,3+
9,23,ring_count,mode2,20,10,0,0.11186900734901428,2.253080129623413,4,3+
9,44,ring_count,mode2,3,3,1,0.6299262642860413,1.4577958583831787,4,3+
9,60,ring_count,mode2,18,20,0,0.1428409218788147,1.9045746326446533,4,3+
9,64,ring_count,mode2,4,10,0,0.11393973976373672,2.431671142578125,4,3+
9,68,ring_count,mode2,5,5,1,0.33986032009124756,1.8144207000732422,4,3+
9,69,ring_count,mode2,14,2,0,9.429761121282354e-06,0.01364642009139061,4,3+
9,4,branch_opener,mode2,6,6,1,0.9994786381721497,0.005372182000428438,4,3+
9,8,branch_opener,mode2,6,6,1,0.9997943043708801,0.0023233508691191673,4,3+
9,12,branch_opener,mode2,6,6,1,0.9678186774253845,0.16550546884536743,4,3+
9,13,branch_opener,mode2,7,15,0,0.38019484281539917,1.3212703466415405,4,3+
9,17,branch_opener,mode2,11,18,0,0.04306111857295036,1.035760521888733,4,3+
9,21,branch_opener,mode2,11,11,1,0.9872937202453613,0.0960799902677536,4,3+
9,23,branch_opener,mode2,20,10,0,0.07591192424297333,1.9055317640304565,4,3+
9,25,branch_opener,mode2,7,7,1,0.9996328353881836,0.0035535767674446106,4,3+
9,35,branch_opener,mode2,7,7,1,0.9907721281051636,0.06400270760059357,4,3+
9,42,branch_opener,mode2,11,11,1,0.7861093282699585,0.7680743932723999,4,3+
9,47,branch_opener,mode2,6,6,1,0.9992758631706238,0.006635258439928293,4,3+
9,51,branch_opener,mode2,7,7,1,0.998394787311554,0.012601424008607864,4,3+
9,55,branch_opener,mode2,6,6,1,0.9989151954650879,0.00929972529411316,4,3+
9,60,branch_opener,mode2,18,20,0,0.10395143926143646,1.5191898345947266,4,3+
10,2,atom,mode1,4,4,1,0.991041362285614,0.056786589324474335,1,1-2
10,5,atom,mode1,3,3,1,0.9999275207519531,0.0009179029148072004,1,1-2
10,9,atom,mode1,3,3,1,0.9998181462287903,0.002158579183742404,1,1-2
10,14,ring_count,mode1,11,11,1,0.7389816641807556,0.8612680435180664,1,1-2
10,4,branch_opener,mode1,7,7,1,0.9998043179512024,0.0019503915682435036,1,1-2
10,8,branch_opener,mode1,7,7,1,0.9992377758026123,0.006947543937712908,1,1-2
10,14,branch_opener,mode1,11,11,1,0.7389816641807556,0.8612680435180664,1,1-2
10,2,atom,mode2,4,4,1,0.9901298880577087,0.062414780259132385,1,1-2
10,5,atom,mode2,3,3,1,0.9999569654464722,0.0005692858248949051,1,1-2
10,9,atom,mode2,3,3,1,0.9998881816864014,0.0013772824313491583,1,1-2
10,14,ring_count,mode2,11,11,1,0.7389816641807556,0.8612680435180664,1,1-2
10,4,branch_opener,mode2,7,7,1,0.9998084902763367,0.001926256692968309,1,1-2
10,8,branch_opener,mode2,7,7,1,0.9995458722114563,0.0043982453644275665,1,1-2
10,14,branch_opener,mode2,11,11,1,0.8414023518562317,0.6148618459701538,1,1-2
11,1,atom,mode1,3,3,1,0.9999799728393555,0.00027288123965263367,5,3+
11,7,atom,mode1,3,3,1,0.9943199157714844,0.04206258803606033,5,3+
11,29,atom,mode1,3,3,1,0.9994995594024658,0.005084609612822533,5,3+
11,24,ring_count,mode1,18,18,1,0.9843961000442505,0.09663087129592896,5,3+
11,45,ring_count,mode1,15,15,1,0.6180797815322876,1.0016298294067383,5,3+
11,52,ring_count,mode1,6,6,1,0.9997534155845642,0.0027842954732477665,5,3+
11,55,ring_count,mode1,14,14,1,0.5118646025657654,1.2789133787155151,5,3+
11,57,ring_count,mode1,5,5,1,0.9999774694442749,0.0003051873354706913,5,3+
11,58,ring_count,mode1,8,8,1,0.5272765755653381,1.607824683189392,5,3+
11,2,branch_opener,mode1,7,7,1,0.9999953508377075,7.090062717907131e-05,5,3+
11,10,branch_opener,mode1,6,6,1,0.9999432563781738,0.000735148205421865,5,3+
11,13,branch_opener,mode1,6,6,1,0.9998133778572083,0.0020818058401346207,5,3+
11,17,branch_opener,mode1,7,7,1,0.9999206066131592,0.0008919346728362143,5,3+
11,24,branch_opener,mode1,18,18,1,0.9843961000442505,0.09663087129592896,5,3+
11,25,branch_opener,mode1,6,6,1,0.9998973608016968,0.0011986305471509695,5,3+
11,32,branch_opener,mode1,6,6,1,0.9997811913490295,0.002335856668651104,5,3+
11,36,branch_opener,mode1,7,7,1,0.999869704246521,0.001409950782544911,5,3+
11,40,branch_opener,mode1,7,7,1,0.9999239444732666,0.0008760112104937434,5,3+
11,45,branch_opener,mode1,15,15,1,0.6180797815322876,1.0016298294067383,5,3+
11,52,branch_opener,mode1,6,6,1,0.9997534155845642,0.0027842954732477665,5,3+
11,1,atom,mode2,3,3,1,0.9999773502349854,0.0003049375955015421,5,3+
11,7,atom,mode2,3,3,1,0.9940236210823059,0.04376879334449768,5,3+
11,29,atom,mode2,3,3,1,0.9994175434112549,0.005821146070957184,5,3+
11,24,ring_count,mode2,18,18,1,0.9788778424263,0.12472134083509445,5,3+
11,45,ring_count,mode2,15,15,1,0.5692586302757263,1.1020578145980835,5,3+
11,52,ring_count,mode2,6,6,1,0.9990936517715454,0.008889909833669662,5,3+
11,55,ring_count,mode2,14,4,0,0.2796381413936615,1.3888518810272217,5,3+
11,57,ring_count,mode2,5,5,1,0.9997908473014832,0.0023096399381756783,5,3+
11,58,ring_count,mode2,8,8,1,0.4683152139186859,1.8792965412139893,5,3+
11,2,branch_opener,mode2,7,7,1,0.9999959468841553,6.317171937553212e-05,5,3+
11,10,branch_opener,mode2,6,6,1,0.9997559189796448,0.0026550849433988333,5,3+
11,13,branch_opener,mode2,6,6,1,0.9994961023330688,0.005096937529742718,5,3+
11,17,branch_opener,mode2,7,7,1,0.9999181032180786,0.0009090187959372997,5,3+
11,24,branch_opener,mode2,18,18,1,0.9627515077590942,0.2027939260005951,5,3+
11,25,branch_opener,mode2,6,6,1,0.9998375177383423,0.001819038763642311,5,3+
11,32,branch_opener,mode2,6,6,1,0.9998315572738647,0.0018375254003331065,5,3+
11,36,branch_opener,mode2,7,7,1,0.9997010231018066,0.0029148298781365156,5,3+
11,40,branch_opener,mode2,7,7,1,0.9999524354934692,0.0005613537505269051,5,3+
11,45,branch_opener,mode2,15,15,1,0.37199854850769043,1.4674668312072754,5,3+
11,52,branch_opener,mode2,6,6,1,0.9992445707321167,0.007450702600181103,5,3+
12,22,atom,mode1,16,17,0,0.1287352740764618,0.5478124618530273,3,3+
12,43,atom,mode1,35,33,0,0.08765901625156403,1.2266464233398438,3,3+
12,57,atom,mode1,3,3,1,0.98898845911026,0.06308463215827942,3,3+
12,12,ring_count,mode1,7,3,0,0.005004746373742819,0.11680955439805984,3,3+
12,45,ring_count,mode1,5,5,1,0.9999881982803345,0.00016856186266522855,3,3+
