prompt,gt_smiles,gen_smiles,valid,exact_match,bleu2,bleu4,atom_bleu2,atom_bleu4,lev_sim,morgan_sim,maccs_sim,rdk_sim
"The molecule is a 3-{2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl}-2-methyl-4-oxo-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-9-yl hexadecanoate that is the (S)-enantiomer of paliperidone palmitate. It is an enantiomer of a (R)-paliperidone palmitate.",CCCCCCCCCCCCCCCC(=O)O[C@H]1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,CCCCCCCCCCCC=CC(=O)CCC1CC(CCCCC=NC=C(C=CC=C(F)C=CCF)N2CCOCC2)=NCCCCCC1=O,True,False,0.5438,0.394,0.5531,0.4029,0.4189,0.1765,0.5823,0.2645
"The molecule is a member of the class of biindoles that is indirubin substituted at position 6 by a bromo group and in which the keto group at position 3' has undergone condensation with hydroxylamine to form the corresponding oxime. It has a role as an EC 2.7.11.1 (non-specific serine/threonine protein kinase) inhibitor and an EC 2.7.11.26 (tau-protein kinase) inhibitor. It is a ketoxime, an organobromine compound, a member of oxindoles and a biindole.",O=Nc1c(-c2c(O)[nH]c3cc(Br)ccc23)[nH]c2ccccc12,COc1cc2c([nH]c3ccc4ccc(Br)cc4c3c(=O)o1)C1=CC=CNC1c1[o+]c3cc(Br)cc(Br)c3c(Br)c1C=C2,True,False,0.4032,0.273,0.3825,0.2413,0.3415,0.1771,0.4627,0.4677
"The molecule is a hydroxycoumarin that is 2H,8H-benzo[1,2-b:5,4-b']dipyran-2-one substituted by a hydroxy group at position 4, a methoxy group at position 5, 4-methoxyphenyl group at position 3 and two methyl groups at position 8 respectively. It has a role as a plant metabolite and an antiprotozoal drug. It is a hydroxycoumarin and a monomethoxybenzene.",COc1ccc(-c2c(O)c3c(OC)c4c(c(CC=C(C)C)c3oc2=O)OC(C)(C)C=C4)cc1,COC1=CC#CCc2ccc1cc(O)c(=O)cc(-c1ccc(O)cc1)o2,True,False,0.5101,0.2973,0.5101,0.2973,0.3115,0.1667,0.6364,0.4085
"The molecule is an anilide resulting from the formal condensation of the aryl amino group of 4-(methoxymethyl)-N-phenyl-1-[2-(2-thienyl)ethyl]piperidin-4-amine with propanoic acid. It has a role as an opioid analgesic, a mu-opioid receptor agonist, an anaesthesia adjuvant and an intravenous anaesthetic. It is a member of piperidines, a member of thiophenes, an anilide and an ether.",CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,CCC(=O)NCC1C=CN=CCN(C)CCN2CCCCC2C2CCOCC2c2ccccc2N1,True,False,0.5511,0.4213,0.5511,0.4213,0.44,0.1827,0.6232,0.3589
"The molecule is an organic heteropentacyclic compound that is 6H-furo[3,2-c]xanthen-6-one substituted by hydroxy groups at positions 7 and 10 and a 2-methylbut-3-en-2-yl group at position 8. Isolated from the woods of Garcinia subelliptica, it exhibits antioxidant activity. It has a role as a metabolite and an antioxidant. It is a cyclic ether, a cyclic ketone, an organic heterotetracyclic compound and a polyphenol.",C=CC(C)(C)c1cc(O)c2oc3c(ccc4ccoc43)c(=O)c2c1O,CC(C)=CC(C)=CC(=O)C=C(O)c1c(O)cc(O)cc1C=O,True,False,0.5684,0.383,0.5684,0.383,0.3556,0.137,0.5366,0.2904
"The molecule is an amino trisaccharide consisting of alpha-L-fucopyranose, 2-acetamido-2-deoxy-beta-D-glucopyranose and 2-acetamido-2-deoxy-D-galactopyranose residues joined in sequence by (1->3) and (1->6) glycosidic bonds. It is an amino trisaccharide, a member of acetamides and a glucosamine oligosaccharide. It derives from a beta-D-GlcpNAc-(1->6)-D-GalpNAc and an alpha-L-Fucp-(1->3)-beta-D-GlcpNAc.",CC(O)=N[C@H]1[C@H](OC[C@H]2OC(O)[C@H](N=C(C)O)[C@@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,CC(O)=N[C@H]1[C@@H](O[C@@H]2[C@@H](O)[C@@H](CO)OC(O)[C@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)O[C@@H](C)[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,True,False,0.8682,0.8203,0.8492,0.6964,0.7655,0.6379,0.9583,0.8053
"The molecule is an organosulfonate oxoanion resulting from the removal of a proton from both of the sulfo groups of 7-hydroxy-8-[(naphthalen-1-yl)diazenyl]naphthalene-1,3-disulfonic acid. It is a conjugate base of a 7-hydroxy-8-[(naphthalen-1-yl)diazenyl]naphthalene-1,3-disulfonic acid.",O=S(=O)([O-])c1cc(S(=O)(=O)O)c2c(N=Nc3cccc4ccccc34)c([O-])ccc2c1,Nc1ccccc1C=C[SH]1C(=CC=CS(=O)(=O)[O-])Nc2c1cc1ccccc1c2S(=O)(=O)C=O,True,False,0.6295,0.4408,0.6277,0.4327,0.2879,0.1798,0.5915,0.358
"The molecule is a monocarboxylic acid amide that is piroxicam in which the pyrid-2-yl group is replaced by a 5-methyl-1,2-oxazol-3-yl group. A non-steroidal anti-inflammatory drug, it was withdrawn from the market in the 1980s following its association with cases of Stevens-Johnson syndrome. It has a role as a non-steroidal anti-inflammatory drug and an antirheumatic drug. It is a benzothiazine, a member of isoxazoles and a monocarboxylic acid amide.",Cc1cc(=NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)[nH]o1,Cc1ncc(NC(=O)c2ccccc2C(=O)c2ccccn2)[nH]1,True,False,0.5675,0.3731,0.5366,0.3305,0.5532,0.1467,0.4557,0.3492
"The molecule is a 4'-methoxyisoflavone that is formononetin attached to a beta-D-glucopyranosyl moiety at position 7 via a glycosidic linkage. It has a role as a plant metabolite. It is a monosaccharide derivative, a member of 4'-methoxyisoflavones and a 7-hydroxyisoflavones 7-O-beta-D-glucoside. It derives from a formononetin.",COc1ccc(-c2coc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3c2=O)cc1,OC[C@H]1O[C@@H](OC2=C(O)C(O)=CC3=CC=C(C=CO2)C2OC=CC=C2[CH]3)[C@H](O)[C@@H](O)[C@@H]1O,True,False,0.5431,0.421,0.3686,0.1965,0.2941,0.2588,0.7021,0.4049
"The molecule is a steroid glucosiduronic acid that is 2-hydroxy-17beta-estradiol having a single beta-D-glucuronic acid residue attached at position 2. It is a beta-D-glucosiduronic acid, a 17beta-hydroxy steroid, a steroid glucosiduronic acid and a 3-hydroxy steroid. It derives from a 2-hydroxy-17beta-estradiol. It is a conjugate acid of a 2-hydroxy-17beta-estradiol 2-O-(beta-D-glucuronide)(1-).",C[C@]12CC[C@@H]3c4cc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,O[CH][C@H](O)[C@H]1[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)C[C@@H]3[C]4CC5[CH]c6ccc(O)cc6C[C@H]5[C@@H]3C412,True,False,0.7934,0.6503,0.6674,0.4159,0.5,0.1753,0.6739,0.4665
The molecule is a galactoglycerolipid that consists of 3-(3-O-sulfo-beta-D-galactosyl)-sn-glycerol in which the glycerol portion is alkylated at position 1 by a pentyl group.,CCCCCOC[C@@H](O)CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OS(=O)(=O)O)[C@H]1O,CCCCCCCCCCCCCC1CC(=O)O[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)O[C@H](O)[C@H](O)[C@H]1O,True,False,0.6394,0.5303,0.5669,0.4367,0.5806,0.2973,0.6032,0.4775
"The molecule is a myo-inositol hexakisphosphate in which each hydroxy group of myo-inositol is monophosphorylated. It has a role as an iron chelator, an antineoplastic agent, a signalling molecule, an Escherichia coli metabolite, a mouse metabolite and a cofactor. It is a conjugate acid of a myo-inositol hexakisphosphate(12-).",O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,O=P(O)(O)O[CH][C@H](O)[C@H](O)C(OP(=O)(O)O)P(=O)(O)O[C@@H](O)C(O)C(O)C(O)[CH]O,True,False,0.669,0.5459,0.6524,0.5396,0.5641,0.1707,0.7333,0.2534
"The molecule is an organophosphate oxoanion obtained by deprotonation of the carboxy and phosphate OH groups of pyridinium-3,5-bisthiocarboxylic acid mononucleotide; major species at pH 7.3. It is an organophosphate oxoanion and an organic sulfur anion. It is a conjugate base of a pyridinium-3,5-bisthiocarboxylic acid mononucleotide.",O=C([S-])c1cc(C(=O)[S-])c[n+]([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1,CSN=C([O-])C(=CCC(=O)[O-])O[C@H]1O[C@H](OS(=O)(=O)[O-])[C@@H](O)[C@H]1O,True,False,0.6776,0.5421,0.575,0.3835,0.6667,0.1781,0.5132,0.2941
"The molecule is an S-substituted glutathione(1-) obtained by deprotonation of the the two carboxy groups and protonation of the glutamyl amino group of S-(2,4-dinitrophenyl)glutathione. Major microspecies at pH 7.3. It derives from a glutathionate(1-). It is a conjugate base of a S-(2,4-dinitrophenyl)glutathione.",N[C@@H](CCC([O-])=N[C@@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(O)=NCC(=O)O)C(=O)O,N[C@@H](CCC([O-])=N[C@@H](CCSCC(=O)[O-])C(=O)O[C@H](C[O-])CC(=O)[O-])N[C@@H](CC(=O)[O-])C(=O)[O-],True,False,0.6707,0.5802,0.7103,0.5922,0.6186,0.236,0.4789,0.3204
The molecule is a cyclitol phosphate that is validamine carrying a single monophosphate substituent at position 7. It is an amino cyclitol and a cyclitol phosphate. It derives from a validamine. It is a conjugate acid of a validamine 7-phosphate(1-).,N[C@H]1C[C@H](COP(=O)(O)O)[C@@H](O)[C@H](O)[C@H]1O,NC[C@H]1O[C@H](OC2C(O)O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,True,False,0.4907,0.4377,0.4998,0.3551,0.5217,0.1538,0.5472,0.2658
"The molecule is a member of the class of dioxolanes that is 1,3-dioxolane substituted at position 2 by a 4-bromo-6,6,6-trichloro-2-methyl-2-hexanyl group. It is a dioxolane, a cyclic acetal, an organobromine compound and an organochlorine compound. It derives from a hydride of a 1,3-dioxolane.",CC(C)(CC(Br)CC(Cl)(Cl)Cl)C1OCCO1,CC(C)C(O)(C#N)COCOC(C)(O)P1OC(Cl)(CCCl)C1(Cl)Cl,True,False,0.6006,0.4606,0.5735,0.3871,0.4894,0.1061,0.4386,0.1425
"The molecule is a secondary carboxamide resulting from the formal condensation of the amino group of (1R,2R)-2-amino-1-(4-aminophenyl)propane-1,3-diol with the carboxy group of dichloroacetic acid. It is an intermediate used in the biosynthesis pathway of the antibiotic, chloramphenicol. It has a role as a prodrug. It is a secondary carboxamide, a diol, a substituted aniline and an organochlorine compound.",Nc1ccc([C@@H](O)[C@@H](CO)N=C(O)C(Cl)Cl)cc1,N[C@@H](CCc1ccc(O)c(Cl)c1)c1ccc(Br)cc1O,True,False,0.5646,0.4304,0.5697,0.3495,0.3023,0.1311,0.449,0.1907
The molecule is a beta-D-glucoside that is the 2-aminoethyl glycoside of a disaccharide consisting of beta-D-glucuronosyl and beta-D-glucosyl residues linked (1->4). It is a beta-D-glucoside and a disaccharide derivative.,NCCO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,N=C(O)NCC[C@H](N)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)[C@@H](O)[CH]O,True,False,0.7953,0.7188,0.7041,0.5529,0.6635,0.2603,0.7091,0.5443
The molecule is an organic cation obtained by protonation of the secondary amino function of levobunolol. It is an ammonium ion derivative and an organic cation. It is a conjugate base of a levobunolol.,CC(C)(C)[NH2+]C[C@H](O)COc1cccc2c1CCCC2=O,CC1(C)CC(=O)N(Cc2ccccc2)[C@H](c2ccccc2)C(=O)OC(C)(C)C(=O)O1,True,False,0.4877,0.3113,0.4212,0.2493,0.3898,0.1299,0.4203,0.2821
"The molecule is a monocarboxylic acid that is oxoacetic acid substituted by a (ethoxymethyl)(2-ethyl-6-methylphenyl)amino group at position 2. It is a metabolite of acetochlor. It has a role as a marine xenobiotic metabolite. It is an aromatic amide, an ether and a monocarboxylic acid.",CCOCN(C(=O)C(=O)O)c1c(C)cccc1CC,CCCC(=O)C(Cc1ccc(C)c(C(C)C)c1)C(=N)O,True,False,0.6952,0.445,0.6952,0.445,0.3889,0.1905,0.3966,0.2374
"The molecule is a member of the class of benzimidazoles that is 1H-benzimidazole which is substituted at positons 2 and 5 by (methoxycarbonyl)amino and phenylsulfanediyl groups, respectively. A broad-spectrum anthelmintic, it is used, particularly in veterinary medicine, for the treatment of nematodal infections. It has a role as an antinematodal drug. It is a member of benzimidazoles, a carbamate ester and an aryl sulfide.",COC(O)=Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,COC=CC1=C(N=C[NH])N=C(N=C(O)CCc2nc(SCCC(O)=Nc3ccccc3)n[nH]2)C1SCCNCC(=O)O,True,False,0.3623,0.2611,0.3495,0.2532,0.3151,0.18,0.4935,0.1981
"The molecule is a sesquiterpene that is cedrane which has a double bond between positions 8 and 9. It has a role as a metabolite. It is a sesquiterpene, a bridged compound and a polycyclic olefin. It derives from a hydride of a cedrane.",CC1=CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,C=C(C)[C@H]1CC=C(C)CC(C2C(C)CCCC2C)CC[C]1C,True,False,0.5486,0.371,0.4282,0.1488,0.4545,0.1525,0.64,0.6213
The molecule is an ortho- and peri-fused polycyclic arene consisting of five fused benzene rings. It is listed as a Group 3 carcinogen by the IARC. It has a role as a mutagen and a carcinogenic agent.,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,C1=C2C=c3cc4c5ccc6ccccccc(c(ccc7cccc8cccc3c87)c6c5)C3(C4)C1=CC=C23,True,False,0.3548,0.2177,0.3548,0.2177,0.3333,0.25,0.5,0.0446
"The molecule is a purine 2'-deoxyribonucleoside that is inosine in which the hydroxy group at position 2' is replaced by a hydrogen. It has a role as a Saccharomyces cerevisiae metabolite, a human metabolite, a plant metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a purines 2'-deoxy-D-ribonucleoside and a purine 2'-deoxyribonucleoside. It derives from an inosine.",OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)C[C@@H]1O,N=c1nc2nc(O)n(CC3O[C@H](CO)[C@@H](O)[C@H]3O)[nH]c-2n1,True,False,0.5521,0.3503,0.3696,0.162,0.2453,0.2121,0.7297,0.3604
The molecule is an ammonium ion resulting from the protonation of the tertiary amino group of ketotifen. It is a conjugate acid of a ketotifen.,C[NH+]1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,C=C1C[NH+](Cc2ccccc2)CC[NH+]1C(C)(C)C(=O)C(C#N)C(=O)C12C=CC=C3OC(C)C1C(=C3F)OC2=O,True,False,0.3568,0.2456,0.3404,0.2104,0.2593,0.1165,0.494,0.42
The molecule is a dipeptide consisting of beta-alanine and L-lysine units joined by a peptide linkage. It is a tautomer of a beta-alanyl-L-lysine zwitterion.,NCCCC[C@H](N=C(O)CCN)C(=O)O,CCN=C(O)[C@H](C[CH]CCN)NCCC(CCOC(=O)[C@H](CCCCN)N=C(O)CC(=N)O)C(=O)O,True,False,0.3849,0.323,0.3796,0.3107,0.3971,0.3088,0.7872,0.395
"The molecule is a tripeptide composed of L-aspartic acid, L-glutamine and L-arginine joined in sequence by peptide linkages. It has a role as a metabolite. It derives from a L-aspartic acid, a L-glutamine and a L-arginine.",N=C(O)CC[C@H](N=C(O)[C@@H](N)CC(=O)O)C(O)=N[C@@H](CCCNC(=N)N)C(=O)O,N=C(N)C[C@H](N)C(O)=N[C@@H](N)C(O)=N[C@@H](CC(O)=N[CH]CCC(=N)O)C(=O)O,True,False,0.8808,0.7482,0.8729,0.6977,0.6667,0.4194,0.7955,0.5578
"The molecule is the (R)-enantiomer of 2,6-dimethylheptyl sulfate. It has been isolated from Daphnia pulex. It is a conjugate base of a (2R)-2,6-dimethylheptyl hydrogen sulfate. It is an enantiomer of a (2S)-2,6-dimethylheptyl sulfate.",CC(C)CCC[C@@H](C)COS(=O)(=O)[O-],CC(C)CCC[C@@H](C)CCNS(=O)(=O)[O-],True,False,0.9227,0.8866,0.8972,0.8467,0.9394,0.5,0.6667,0.16
"The molecule is the L-enantiomer of threonic acid. It has a role as a plant metabolite, a Daphnia magna metabolite and an algal metabolite. It is a conjugate acid of a L-threonate. It is an enantiomer of a D-threonic acid.",O=C(O)[C@H](O)[C@@H](O)CO,O=C[C@@H](O)C(=O)O,True,False,0.576,0.4473,0.6228,0.3652,0.56,0.3043,0.5652,0.3883
"The molecule is an S-substituted glutathione that is glutathione in which the mercapto hydrogen has been replaced by a chloromethyl group. It has a role as an alkylating agent, a bacterial xenobiotic metabolite and a mouse metabolite. It is an organochlorine compound and a S-substituted glutathione. It is a conjugate acid of a S-(chloromethyl)glutathione(1-).",N[C@@H](CCC(O)=N[C@@H](CSCCl)C(O)=NCC(=O)O)C(=O)O,N[C@@H](CC1N=C1O)C(=O)O,True,False,0.2631,0.2318,0.2497,0.2052,0.4286,0.2115,0.52,0.2973
