prompt,gt_smiles,gen_smiles,valid,exact_match,bleu2,bleu4,atom_bleu2,atom_bleu4,lev_sim,morgan_sim,maccs_sim,rdk_sim
"The molecule is an indole alkaloid cation that is the conjugate acid of (3R)-1,2-didehydro-3-hydroxy-2,3-dihydrotabersonine, obtained by protonation of the tertiary amino group. Major species at pH 7.3. It is a conjugate acid of a (3R)-1,2-didehydro-3-hydroxy-2,3-dihydrotabersonine.",CC[C@]12C=CCN3CC[C@]4(C(=[NH+]c5ccccc54)[C@@](O)(C(=O)OC)C1)[C@@H]32,C[C@H](O)[C@@]12c3ccccc3[C@H]([NH2+])CC3[C@H]4[CH][C@@H]1[C@@H]1C(OC(=O)c5ccc6ccccc6[nH+]5)[C@@H](C(=O)C[NH2+]4)[C@@]312,True,False,0.4646,0.3006,0.4395,0.248,0.3667,0.1622,0.5333,0.6164
The molecule is an N-(2-naphthyl)carboxamide obtained by formal condensation of the carboxy group of glycyl-L-phenylalanine with the amino group of 2-naphthylamine. It has a role as a chromogenic compound. It is a N-(2-naphthyl)carboxamide and a dipeptide.,NCC(O)=N[C@@H](Cc1ccccc1)C(O)=Nc1ccc2ccccc2c1,N=C(O)C[C@H](N)C(O)=N[C@@H](Cc1ccccc1)N=Cc1cccc2ccccc12,True,False,0.7487,0.6699,0.7864,0.6916,0.6,0.3125,0.7273,0.3231
"The molecule is a dicarboxylic acid diamide obtained by condensation of the 3- and 4'-carboxy groups of 6-methyl[1,1'-biphenyl]-3,4'-dicarboxylic acid with cyclpropylamine and cyclpropylmethylamine respectively. It has a role as an EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor. It is a member of biphenyls, a dicarboxylic acid diamide, a member of benzamides and a member of cyclopropanes.",Cc1ccc(C(O)=NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,[NH]c1c(C=CC(=O)CCCN=C(N)C2=CC=CC3=CC=CC24CCC34)ccc2cc(C(=O)O)ccc12,True,False,0.4755,0.2484,0.498,0.2603,0.3284,0.1485,0.5179,0.2654
The molecule is a branched amino trisaccharide consisting of D-galactose having an alpha-L-fucosyl residue at the 2-position and an N-acetyl-alpha-D-galactosaminyl residue at the 3-position. It is a galactosamine oligosaccharide and an amino trisaccharide.,CC(O)=N[C@H]1[C@@H](O[C@H]2[C@@H](O)[C@@H](CO)OC(O)[C@@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O,CC(O)=N[CH][C@H](O[CH][C@@H](O)[C@H](O)[C@@H](O)[CH]O)O[C@H](CO)[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)[C@@H](O)[CH]O,True,False,0.8425,0.768,0.7596,0.5948,0.7101,0.2949,0.8889,0.6529
"The molecule is a chromenol that is 2,2-dimethyl-2H-chromen-5-ol substituted by a 6-hydroxy-1-benzofuran-2-yl group at position 6. It has a role as a plant metabolite. It is a member of 1-benzofurans and a chromenol.",CC1(C)C=Cc2c(ccc(-c3cc4ccc(O)cc4o3)c2O)O1,CC(C)c1cccc(CO)c1OCCC1COc2cc(O)ccc2C1,True,False,0.6024,0.3409,0.6024,0.3409,0.4146,0.1899,0.6,0.2991
"The molecule is an oxime O-ether consisting of progesterone having an O-(carboxymethyl)oxime group at the 3-position and a hydroxy group at the 17alpha-position. It is a monocarboxylic acid, a 20-oxo steroid, an oxime O-ether, a 17alpha-hydroxy steroid and a tertiary alpha-hydroxy ketone. It derives from a progesterone 3-O-(carboxymethyl)oxime.",CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/OCC(=O)O)CC[C@]4(C)[C@H]3CC[C@@]21C,COC(=O)[C@H]1CCC2=CC(=O)C(=C[C@]2C)[C@](C)CC[C@H]2[C@](O)C(=O)[C@](C)CC2C1,True,False,0.7654,0.5535,0.6601,0.3866,0.3896,0.1429,0.6207,0.4277
The molecule is an indole alkaloid having the structure of aspirospermidine methoxylated at C-17 and acetylated at N-1. It derives from a hydride of an aspidospermidine.,CC[C@@]12CCCN3CC[C@]4(c5cccc(OC)c5N(C(C)=O)[C@@H]4CC1)[C@H]32,CC1ON2[CH]CC(C(=N)c3ccccc3N)CN[CH][C@H]3C(OC(=O)[C]CNc4ccccc4[C]12)N3C,True,False,0.5543,0.2791,0.4713,0.1578,0.3,0.0982,0.4568,0.5238
"The molecule is a carbamate ester of thymidine in which the 5'-hydroxy group has been esterified with [3-(benzoyloxy)-3-oxopropyl]carbamic acid, It derives from a thymidine.",Cc1cn([C@H]2C[C@H](O)[C@@H](COC(O)=NCCC(=O)OC(=O)c3ccccc3)O2)c(=O)nc1O,CC(=O)OC=C1C2=CC([CH]CCN(O)C(=O)COC(=O)c3ccnc(C(=O)c4ccccc4)c3CC=O)=C1[C@H](C)C2,True,False,0.6495,0.4453,0.6025,0.4004,0.3375,0.157,0.5783,0.4287
"The molecule is an N-acylglycine resulting from the formal condensation of the amino group of glycine with the carboxy group of 4-hydroxy-1-methyl-7-phenoxyisoquinoline-3-carboxylic acid. It is an inhibitor of hypoxia inducible factor prolyl hydroxylase (HIF-PH). It has a role as an EC 1.14.11.2 (procollagen-proline dioxygenase) inhibitor and an EC 1.14.11.29 (hypoxia-inducible factor-proline dioxygenase) inhibitor. It is a member of isoquinolines, an aromatic ether and a N-acylglycine.",Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,CN(C)C=C1C=CC(N=Nc2ccc(C(=O)O)cc2-c2ccccn2)=C1,True,False,0.5504,0.4097,0.5504,0.4097,0.3478,0.1429,0.3188,0.2802
"The molecule is 5,6beta-epoxy-5beta-cholestan-3beta-ol It is a 3beta-hydroxy steroid, an oxysterol and an epoxy steroid. It derives from a hydride of a 5beta-cholestane.",CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4O[C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C,CC1CCC[C@@H](C)[CH]C2C[CH][C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]2(C)C1,True,False,0.832,0.6792,0.7005,0.5011,0.7586,0.1609,0.6279,0.303
The molecule is an all-trans-retinyl ester obtained by formal condensation of the carboxy group of dodecanoic (lauric) acid with the hydroxy group of all-trans-retinol. It has a role as a human xenobiotic metabolite and a rat metabolite. It is an all-trans-retinyl ester and a dodecanoic acid.,CCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)(C)C,True,False,0.7298,0.3765,0.7298,0.3765,0.5965,0.1,0.5667,0.1888
"The molecule is a tetrahydroxyindolizidine alkaloid that consists of octahydroindolizine having four hydroxy substituents located at positions 1, 6, 7 and 8 (the 1S,6S,7R,8R,8aR-diastereomer). It has a role as a metabolite, an anti-HIV-1 agent, an anti-inflammatory agent and an EC 3.2.1.* (glycosidase) inhibitor.",O[C@H]1[C@H](O)[C@@H](O)CN2CC[C@H](O)[C@H]12,NC[C@@H]1C[C@@H](O)[C@H](O)[C@@H](O[C@H]2C[C@H](O)[C@@H](O)[C@@H](O)[C@H]2N)[C@@H]2[C@H](O)[C@@H](O)[C@@H]1[C@H]2O,True,False,0.3603,0.3314,0.3753,0.2658,0.3684,0.1702,0.5962,0.3386
The molecule is a epsilon-lactone that is oxepan-2-one substituted by an isoprenyl group at position 4 and a methyl group at position 7. It derives from a hydride of an oxepane.,C=C(C)C1CCC(C)OC(=O)C1,CC(C)=CCCC(C)CCCCC1(C)OC1CC=C(C)C=O,True,False,0.5927,0.456,0.5927,0.456,0.5143,0.1129,0.6176,0.3167
The molecule is a labdane diterpenoid in which the labdane skeleton has double bonds at positions 8(17) and 14 and carries an S-hydroxy group at position 13. It has a role as a metabolite. It is a tertiary alcohol and a labdane diterpenoid.,C=C[C@@](C)(O)CC[C@@H]1C(=C)CC[C@@H]2C(C)(C)CCC[C@@]12C,CC(C)=CCC/C(C)=C\CC/C(C)=C/CC/C(C)=C/CC[C@@]1(C)CCC[C@@]1(C)CO,True,False,0.5742,0.3967,0.4802,0.2688,0.4516,0.1746,0.6389,0.3612
The molecule is an beta-D-glucoside in which the anomeric hydrogen of beta-D-glucopyranose is substituted by an octyl group. It has a role as a plant metabolite.,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,True,False,0.9798,0.9638,0.9449,0.9025,0.98,1.0,1.0,1.0
The molecule is a monothiocarbamic ester that is phenyl methanesulfonate in which the hydrogen at position 4 is replaced by a (methylcarbamoyl)sulfanediyl group. It is a fungicide used for the treatment of a range of fungal diseases in rice. It is a monothiocarbamic ester and a methanesulfonate ester.,CN=C(O)Sc1ccc(OS(C)(=O)=O)cc1,O=S1(=O)C=CC=CC(O)c2ccccc(c(=Nc3ccccc3)scn2)CC1,True,False,0.3871,0.1997,0.3871,0.1997,0.2979,0.0959,0.4923,0.1468
"The molecule is an O-sulfoamino acid and an aryl sulfate. It has a role as a human metabolite. It derives from a 3,3',5-triiodo-L-thyronine.",N[C@@H](Cc1cc(I)c(Oc2ccc(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O,O=C1C=C(I)C=C(C=C2C=C(I)C(S(=O)(=O)O)=C2Br)C=CS(=O)(=O)OC(Br)=C(I)O1,True,False,0.4437,0.2927,0.4514,0.2999,0.3382,0.1034,0.4928,0.2502
"The molecule is a carbamate ester that is the N-[1-(isobutyryloxy)ethoxy]carbonyl derivative of [1-(aminomethyl)cyclohexyl]acetic acid. The prodrug for gabapentin, used for treatment of neuropathic pain and restless legs syndrome. It has a role as a prodrug, an anticonvulsant and a calcium channel blocker. It is a monocarboxylic acid, a carbamate ester, a carboxylic ester and an acetal. It derives from a gamma-aminobutyric acid and a gabapentin.",CC(OC(=O)C(C)C)OC(O)=NCC1(CC(=O)O)CCCCC1,CCCC(=O)OCCN(C)C(=O)OC(CC(=O)O)C(C(O)=N[C@@H](CO)Cc1ccccc1)N(CCCN(C)CCC)CCC(=O)OC,True,False,0.4581,0.3587,0.4885,0.3828,0.3827,0.134,0.623,0.2063
"The molecule is a sesquiterpenoid that is benzoic acid substituted by a hydroxy group at position 3 and a (2S)-2-hydroxy-6-methylheptan-2-yl group at position 4. It has been isolated from the sea fan derived fungus Aspergillus sydowii. It has a role as an Aspergillus metabolite. It is a sesquiterpenoid, a monohydroxybenzoic acid and an aromatic alcohol.",CC(C)CCC[C@](C)(O)c1ccc(C(=O)O)cc1O,CC(C)CCC[C@H](C)[C@H](C)c1c(O)cc(O)cc1C(=O)CC(C)(C)C(=O)O,True,False,0.583,0.4649,0.5965,0.4548,0.5263,0.3621,0.9189,0.419
"The molecule is the (S)-enantiomer of the racemic drug proglumide. It is a N(2)-benzoyl-N,N-dipropyl-alpha-glutamine and a L-glutamic acid derivative. It is an enantiomer of a (R)-proglumide.",CCCN(CCC)C(=O)[C@H](CCC(=O)O)N=C(O)c1ccccc1,CC(C)[C@H](N=C(O)[C@@H](NCCCN)C(O)[C@H](Cc1ccccc1)N=C(O)C[C@@H](N)C(=O)O)c1ccccc1C(=O)O,True,False,0.4673,0.3955,0.5316,0.4403,0.4023,0.1609,0.6333,0.2921
The molecule is an ortho- and peri-fused polycyclic arene that consists of a benzene ring fused with a acephenanthrylene ring. It has a role as a mutagen.,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,C=CC=CC=CC1=c2ccccccc3ccccc3c2=CC=C=CC2C=CC=CC2=C1,True,False,0.3381,0.2243,0.3381,0.2243,0.24,0.1364,0.5714,0.1423
"The molecule is an organic cation that is phenothiazin-5-ium substituted by methyl, amino and dimethylamino groups at positions 2, 3 and 7 respectively. The chloride salt is used as a histological dye.",Cc1cc2nc3ccc(N(C)C)cc3sc-2cc1=[NH2+],CC=CC1=CC2=CC=C=CC[N+]3=C(C4=CCC(N(C)C)=CC4=[N+]=N)C[N+]C=[N+]3C2=C1N(C)C,True,False,0.1901,0.1149,0.1694,0.1138,0.2055,0.0632,0.4828,0.4095
The molecule is an ammonium ion resulting from the protonation of the tertiary amino group of ketotifen. It is a conjugate acid of a ketotifen.,C[NH+]1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,C[NH+](C)C1CC2C=CC(=O)[NH2+]CC3C[NH+](CC(=O)C(F)(F)F)CC3c3ccccc3[NH+]2C1,True,False,0.4378,0.3043,0.5005,0.3271,0.3889,0.1099,0.5065,0.3741
"The molecule is a member of the class of hydroxyindoles resulting from the formal oxidative coupling between the 3-position of 1,3-dihydro-2H-indol-2-one and the 3-position of 1,3-dihydro-2H-pyrrol-2-one, which is substituted at the 5 position by a 5-hydroxy-1H-indol-3-yl group, where the newly-formed double bond has E configuration. It is a purple chromobacterial pigment that has antibacterial, antifungal, antiprotozoan, and anticancer properties. It has a role as a bacterial metabolite, an antineoplastic agent, an apoptosis inducer, an antibacterial agent and an antifungal agent. It is a member of hydroxyindoles, a member of pyrroles, a member of oxindoles and an olefinic compound. It derives from a proviolacein.",O=C1N=c2ccccc2=C1c1cc(-c2c[nH]c3ccc(O)cc23)[nH]c1O,C1=N[C@H]2c3ccc4[nH]c(c(-c5c[nH]c6ccccc56)c4c3)C/C=C\1c1ccccc12,True,False,0.6004,0.3819,0.5987,0.3297,0.3968,0.2222,0.5625,0.5109
"The molecule is a member of the class of benzofurans that is 1-benzofuran substituted by a 3-hydroxypropyl group at position 5 and a 4-hydroxy-2-methoxyphenyl group at position 2. It is a lignan derivative isolated from the roots of Krameria lappacea. It has a role as a plant metabolite, a NF-kappaB inhibitor, a cyclooxygenase 1 inhibitor, a cyclooxygenase 2 inhibitor and an anti-inflammatory agent. It is a member of benzofurans, a member of phenols, a monomethoxybenzene and a primary alcohol.",COc1cc(O)ccc1-c1cc2cc(CCCO)ccc2o1,COc1ccc([C@H]2Oc3c(ccc(O)c3OC)C2=O)cc1O,True,False,0.5565,0.3885,0.6094,0.4309,0.4103,0.2388,0.7073,0.3141
The molecule is a 7-oxo monocarboxylic acid anion. It derives from a nonanoate. It is a conjugate base of an 8-amino-7-oxononanoic acid.,CC(N)C(=O)CCCCCC(=O)[O-],C=C([O-])CCCCCC(=O)C(=O)[O-],True,False,0.78,0.7206,0.8579,0.7839,0.5714,0.3125,0.4839,0.4231
The molecule is trianion of (R)-5-phosphopantoic acid arising from deprotonation of the carboxy and phosphate OH groups; major species at pH 7.3 It is a hydroxy monocarboxylic acid anion and an organophosphate oxoanion. It is a conjugate base of a (R)-4-phosphopantoic acid.,CC(C)(COP(=O)([O-])[O-])[C@@H](O)C(=O)[O-],C[N+](C)(C)[C@H](COP(=O)([O-])[O-])N[C@H]([O-])C(=O)[O-],True,False,0.7006,0.6205,0.7191,0.6412,0.7143,0.4048,0.4808,0.154
"The molecule is a 1,1-bis(phosphonic acid) that is methanebis(phosphonic acid) in which the two methylene hydrogens are replaced by hydroxy and 3-aminopropyl groups. It has a role as an EC 2.5.1.1 (dimethylallyltranstransferase) inhibitor and a bone density conservation agent. It is a 1,1-bis(phosphonic acid) and a primary amino compound. It is a conjugate acid of an alendronate(1-).",NCCCC(O)(P(=O)(O)O)P(=O)(O)O,NC(COP(=O)(O)O)OP(=O)(O)O,True,False,0.7732,0.6525,0.7732,0.6525,0.7857,0.2059,0.6889,0.0948
The molecule is an aspartic acid derivative having a 3-methyl substituent. It is a non-proteinogenic L-alpha-amino acid and an amino dicarboxylic acid. It is a conjugate acid of a threo-3-methyl-L-aspartate(1-).,C[C@H](C(=O)O)[C@H](N)C(=O)O,C[C](C(=O)O)C(=O)CC(=O)O,True,False,0.6604,0.5446,0.6916,0.5942,0.6786,0.1786,0.4074,0.2119
The molecule is a 4-hydroxy-2-oxoheptanedioate obtained by deprotonation of both carboxy groups of (S)-4-hydroxy-2-oxoheptanedioic acid; major species at pH 7.3. It is a conjugate base of a (S)-4-hydroxy-2-oxoheptanedioic acid.,O=C([O-])CC[C@H](O)CC(=O)C(=O)[O-],O=C([O-])C(=O)C[C@H](O)C(=O)[O-],True,False,0.9394,0.8897,0.9131,0.8383,0.7059,0.4615,0.8,0.5469
